tenure_months,monthly_charge,total_charges,support_tickets,late_payments,avg_monthly_usage_gb,has_streaming,has_security_pack,num_products,customer_age,is_promo,contract_type,payment_method,internet_service,region,churn
37,83.06,3161.97,2,0,163.26,1,0,1,77,1,anual,debito,cable,sur,0
12,61.81,595.27,1,0,153.18,1,1,3,57,0,anual,efectivo,fibra,centro,0
71,15.16,1043.46,3,0,117.67,1,1,3,50,0,mensual,transferencia,cable,norte,0
16,92.59,1602.26,1,1,75.06,1,0,2,28,1,anual,transferencia,ninguno,norte,1
28,66.26,1699.38,0,0,146.0,0,0,4,62,0,anual,debito,fibra,centro,0
64,77.52,4961.37,2,0,5.0,0,1,4,59,1,mensual,debito,movil,norte,1
55,75.79,3999.76,0,0,212.45,1,1,3,18,1,mensual,debito,cable,norte,0
62,72.83,4515.7,0,1,143.36,0,0,3,70,1,mensual,efectivo,ninguno,oeste,1
28,68.08,1798.23,5,0,171.48,1,0,4,60,0,mensual,credito,cable,sur,0
16,85.46,1443.83,1,0,133.93,1,0,3,54,1,mensual,debito,movil,sur,1
2,33.08,61.88,3,0,143.21,1,1,3,46,0,mensual,efectivo,fibra,sur,0
3,97.24,151.07,2,0,133.1,0,0,4,32,0,bianual,debito,cable,oeste,0
48,53.11,2553.12,1,1,42.64,0,1,3,54,0,mensual,debito,cable,sur,1
22,79.75,1889.58,1,1,121.3,1,1,3,76,0,mensual,transferencia,fibra,centro,1
12,63.06,714.96,2,0,120.43,1,0,4,30,0,bianual,efectivo,cable,norte,0
15,55.24,1084.15,2,0,140.12,1,1,1,60,0,anual,debito,fibra,oeste,0
59,75.82,4357.91,3,1,23.41,1,1,1,38,0,mensual,transferencia,fibra,centro,0
44,59.92,2608.98,0,1,70.06,1,0,2,26,1,bianual,debito,cable,centro,0
56,97.43,5568.51,1,1,86.86,0,1,1,32,0,bianual,efectivo,fibra,sur,0
49,72.91,3629.76,3,0,160.53,1,1,4,55,1,mensual,efectivo,fibra,centro,0
5,63.14,424.53,5,2,106.24,1,1,2,73,0,anual,transferencia,fibra,oeste,0
56,24.74,1630.87,1,2,124.95,1,0,1,73,1,anual,debito,fibra,norte,0
9,48.05,347.28,2,0,102.33,1,0,3,78,1,anual,efectivo,movil,oeste,1
72,43.17,3065.37,2,1,168.94,1,0,4,43,0,mensual,transferencia,cable,sur,1
54,50.63,2759.39,1,0,46.56,0,1,3,48,0,bianual,credito,fibra,norte,0
51,64.64,3053.52,0,1,155.69,1,1,2,40,1,mensual,debito,cable,centro,0
5,65.77,313.55,3,0,148.6,1,1,2,32,1,mensual,credito,fibra,centro,0
58,62.86,3549.49,0,2,136.29,1,1,2,30,0,anual,credito,cable,centro,1
50,75.02,3627.03,1,0,181.0,0,0,1,25,0,bianual,debito,cable,centro,0
71,74.94,5206.02,0,0,118.6,1,1,1,58,0,mensual,efectivo,cable,centro,1
2,86.81,123.1,3,0,155.6,1,1,4,59,1,mensual,debito,cable,norte,1
1,61.91,50.0,1,0,115.28,1,1,4,32,0,mensual,debito,ninguno,oeste,1
31,66.35,2104.97,1,0,5.0,0,1,4,62,0,anual,credito,fibra,oeste,0
58,63.14,3603.31,0,0,134.05,1,1,1,48,0,anual,transferencia,fibra,sur,1
31,53.37,1581.92,1,0,44.18,0,1,3,40,0,mensual,debito,movil,oeste,0
62,34.12,2095.11,0,0,18.2,0,1,2,60,1,mensual,debito,movil,norte,1
37,81.88,3139.38,0,0,63.4,1,1,4,76,1,mensual,transferencia,movil,norte,0
45,46.75,2191.15,1,0,122.49,1,1,1,25,1,mensual,debito,fibra,norte,0
58,72.21,4410.85,0,0,184.87,0,1,4,49,0,anual,credito,cable,centro,0
29,25.22,818.5,0,1,163.28,1,1,2,59,0,mensual,debito,cable,centro,0
4,28.19,182.24,0,0,126.36,1,0,2,67,0,anual,debito,fibra,sur,0
29,80.9,2317.65,2,1,56.41,1,1,1,42,1,anual,transferencia,fibra,oeste,0
45,41.38,1886.15,3,0,150.77,0,1,2,39,0,mensual,efectivo,fibra,centro,1
56,68.29,3592.27,0,0,52.95,1,0,1,78,0,mensual,transferencia,movil,oeste,0
4,53.54,340.78,3,0,130.98,0,1,1,57,0,mensual,debito,fibra,sur,1
46,95.14,4240.7,1,0,92.65,1,0,4,71,0,mensual,transferencia,fibra,centro,1
66,54.54,3659.19,1,1,87.79,1,0,4,74,0,mensual,efectivo,fibra,oeste,1
34,42.2,1382.7,1,1,170.02,0,1,3,31,0,mensual,debito,fibra,sur,1
40,67.68,2741.18,3,1,91.16,1,0,2,78,1,mensual,debito,movil,centro,0
4,44.46,283.24,1,0,11.28,1,1,1,20,0,mensual,debito,movil,sur,1
50,72.54,3816.95,2,2,68.37,1,0,1,75,0,bianual,transferencia,fibra,sur,0
57,56.14,3115.43,3,3,80.5,1,1,4,34,0,bianual,transferencia,fibra,oeste,0
10,63.49,699.74,0,1,38.91,1,1,1,38,0,anual,efectivo,fibra,norte,0
61,64.85,3748.54,1,0,163.42,0,1,4,33,0,mensual,transferencia,fibra,sur,0
72,51.59,3633.41,1,2,168.87,0,1,3,69,1,mensual,credito,fibra,oeste,0
67,37.73,2551.06,2,2,98.41,0,1,4,74,1,mensual,transferencia,fibra,norte,0
32,81.02,2464.95,1,2,146.83,1,1,3,19,0,mensual,efectivo,fibra,norte,1
33,55.26,1754.74,1,1,208.26,0,0,3,20,0,bianual,credito,fibra,centro,0
35,57.93,2068.36,3,1,85.74,1,0,4,26,0,mensual,transferencia,movil,norte,1
10,50.26,660.19,1,0,91.02,0,1,2,59,1,mensual,debito,movil,norte,0
2,43.96,454.87,3,1,73.24,1,1,2,61,1,bianual,credito,fibra,centro,0
19,63.93,1161.83,1,1,50.99,1,0,1,39,1,mensual,debito,fibra,oeste,1
25,75.11,1866.52,4,3,123.09,1,1,3,75,1,mensual,credito,cable,sur,0
40,48.9,1844.87,1,1,133.19,1,0,1,65,1,mensual,transferencia,fibra,sur,1
68,99.64,6744.92,1,0,143.17,1,0,1,51,0,mensual,credito,cable,oeste,1
25,75.99,1822.98,4,1,27.17,0,0,1,45,0,mensual,debito,movil,sur,1
44,56.64,2497.13,3,0,115.86,0,0,1,36,1,bianual,transferencia,movil,centro,0
24,66.64,1463.93,2,0,40.79,1,1,1,62,1,mensual,efectivo,movil,norte,1
34,81.42,2770.64,2,0,115.2,1,0,3,40,0,mensual,transferencia,movil,sur,0
25,58.87,1528.66,0,0,193.2,1,0,4,44,1,anual,credito,fibra,centro,0
11,69.49,804.1,1,1,62.76,0,1,3,68,0,bianual,credito,cable,centro,0
39,60.4,2239.7,4,0,194.75,1,0,4,78,0,bianual,transferencia,cable,sur,1
28,47.59,1161.72,0,0,139.85,0,0,2,56,0,mensual,transferencia,fibra,centro,0
21,80.86,1856.31,1,0,60.6,1,1,3,25,0,anual,efectivo,ninguno,sur,0
5,67.95,442.09,4,2,201.07,1,0,2,21,0,mensual,debito,fibra,norte,1
57,104.79,5855.71,4,0,135.78,0,0,3,66,0,anual,credito,fibra,sur,0
18,68.76,1075.96,2,2,188.26,0,1,3,36,1,mensual,debito,fibra,centro,0
43,78.58,3261.05,1,0,144.42,1,0,2,67,0,anual,credito,cable,oeste,0
37,53.16,2086.45,0,1,102.77,0,1,1,65,0,mensual,debito,movil,oeste,1
35,100.36,3362.58,3,2,58.91,1,0,1,21,1,mensual,credito,fibra,norte,0
31,66.56,2205.35,0,0,153.32,1,1,4,26,0,bianual,efectivo,fibra,sur,0
68,31.65,2153.05,2,2,5.0,1,1,1,43,0,anual,debito,cable,oeste,0
3,41.72,94.24,3,0,140.59,1,0,2,59,0,anual,credito,fibra,centro,0
40,86.12,3498.6,3,0,130.13,0,1,4,38,0,mensual,credito,fibra,sur,0
3,60.4,195.73,4,0,170.77,1,0,3,75,0,bianual,debito,movil,centro,1
53,49.13,2619.5,3,1,23.93,1,0,2,27,1,anual,credito,movil,norte,1
35,66.27,2465.1,0,0,143.83,1,0,4,22,0,mensual,credito,fibra,sur,0
16,69.56,1010.73,0,1,165.22,1,1,3,69,0,mensual,credito,cable,centro,1
61,95.93,5727.39,3,0,181.89,1,1,2,69,1,mensual,debito,cable,oeste,1
65,59.31,3941.05,2,0,121.88,1,0,1,45,0,mensual,credito,cable,centro,1
66,37.11,2397.79,2,1,156.95,1,0,3,57,0,mensual,credito,movil,norte,0
52,91.24,4609.85,4,0,133.39,0,0,1,70,0,bianual,debito,fibra,centro,0
43,94.67,4024.99,1,1,69.91,1,1,4,62,0,mensual,debito,movil,norte,0
35,93.9,3282.02,2,0,119.23,1,1,2,63,0,mensual,credito,fibra,sur,0
36,65.09,2516.76,2,1,173.47,0,0,3,28,1,anual,credito,cable,sur,0
10,96.89,929.02,2,2,37.04,0,0,2,47,0,anual,credito,fibra,oeste,1
41,82.54,3363.02,2,1,121.59,1,0,4,76,0,anual,transferencia,cable,sur,1
28,71.33,1964.42,1,0,123.66,1,0,3,65,1,anual,credito,fibra,sur,0
61,95.54,5738.44,4,0,125.4,1,1,3,52,0,mensual,credito,cable,norte,0
24,33.94,958.13,4,2,168.72,1,1,4,52,0,mensual,credito,movil,centro,1
39,100.51,3785.14,2,1,186.15,0,1,1,58,1,mensual,efectivo,movil,sur,1
68,50.61,3449.61,2,1,164.57,1,1,2,66,0,mensual,credito,ninguno,centro,0
46,55.33,2763.5,2,0,178.76,0,1,4,24,0,anual,transferencia,fibra,centro,0
18,77.68,1255.89,3,0,189.39,1,0,4,51,0,anual,debito,fibra,oeste,0
63,65.54,4153.52,1,2,162.1,1,0,2,65,0,mensual,credito,movil,sur,0
58,37.24,2293.43,3,1,111.62,1,1,3,68,0,anual,transferencia,movil,norte,1
28,43.42,1116.92,1,1,129.65,0,0,4,27,0,bianual,transferencia,fibra,norte,0
27,17.75,305.55,3,0,74.99,1,1,3,46,0,anual,transferencia,fibra,centro,0
30,58.26,1747.11,3,0,144.71,0,0,3,71,0,anual,efectivo,fibra,centro,0
39,78.32,3170.33,3,0,174.31,1,0,3,50,1,mensual,debito,cable,sur,0
31,82.0,2445.71,5,1,139.84,1,1,2,75,1,anual,debito,movil,norte,1
60,64.42,3636.98,2,0,62.28,1,1,4,68,1,mensual,efectivo,cable,centro,0
71,56.54,4214.99,0,0,101.01,1,1,4,47,0,bianual,credito,fibra,oeste,0
8,70.77,550.12,1,0,11.4,1,0,4,21,0,anual,credito,cable,centro,0
62,61.4,3950.55,1,1,93.29,0,1,1,55,0,mensual,efectivo,fibra,centro,0
49,71.55,3231.03,0,0,150.88,0,1,3,48,1,mensual,efectivo,movil,centro,0
56,105.3,5836.54,0,0,29.75,1,0,3,73,1,mensual,debito,fibra,centro,1
11,52.96,624.17,2,0,157.21,1,0,4,28,0,mensual,credito,movil,sur,1
12,84.05,930.61,1,1,73.07,0,1,4,78,0,anual,credito,movil,centro,0
45,58.76,2532.64,3,0,89.65,0,1,1,56,0,mensual,debito,fibra,oeste,0
71,72.96,5226.93,2,0,104.89,1,0,2,78,0,anual,credito,movil,sur,1
50,58.85,2948.9,1,1,76.3,0,1,3,23,1,mensual,debito,movil,sur,1
30,34.67,941.32,2,2,170.18,1,1,1,45,1,anual,transferencia,cable,centro,0
54,79.02,4298.21,5,0,169.3,1,0,3,23,0,anual,credito,fibra,oeste,0
70,31.86,2265.95,2,2,147.22,1,1,2,69,1,mensual,credito,fibra,oeste,0
19,58.75,1184.39,2,0,54.22,1,1,1,51,1,mensual,debito,ninguno,sur,0
15,101.24,1516.17,3,2,98.11,1,1,1,35,1,mensual,credito,fibra,centro,1
71,98.19,6978.97,0,0,216.52,0,1,2,49,1,bianual,debito,fibra,centro,0
4,82.25,497.13,0,1,138.48,1,1,4,65,0,mensual,efectivo,cable,oeste,1
15,78.17,1126.03,2,1,78.9,0,1,2,40,0,mensual,debito,cable,sur,0
46,35.42,1646.31,1,1,91.35,1,1,3,64,1,mensual,debito,fibra,centro,0
18,60.9,1043.9,0,0,108.86,1,0,2,68,0,bianual,credito,cable,norte,0
18,64.33,1054.38,0,4,21.24,0,1,4,76,1,bianual,transferencia,movil,norte,0
17,62.59,956.47,1,0,126.78,1,1,1,74,0,mensual,debito,cable,centro,0
7,94.08,834.16,3,1,225.33,1,1,4,67,1,bianual,credito,fibra,norte,0
69,57.17,4004.25,1,0,138.97,0,1,1,45,0,mensual,debito,fibra,norte,0
54,66.43,3693.54,3,0,156.58,0,0,3,23,1,anual,debito,fibra,sur,0
57,80.11,4422.33,2,1,74.57,1,1,1,44,0,mensual,transferencia,cable,sur,0
27,66.47,2061.27,1,0,114.49,1,1,1,59,0,mensual,debito,fibra,norte,1
37,48.14,1770.96,1,0,69.1,1,1,4,54,0,bianual,credito,fibra,norte,0
25,79.51,1869.65,2,0,66.65,0,0,1,75,1,anual,transferencia,cable,norte,1
20,41.98,866.1,2,1,202.0,1,0,1,42,0,bianual,transferencia,cable,norte,0
41,40.88,1962.07,3,2,51.0,0,0,1,72,0,anual,transferencia,cable,sur,1
38,56.21,2181.83,1,0,101.28,1,1,1,28,0,anual,credito,fibra,norte,0
24,78.19,1817.32,3,2,52.91,1,1,3,22,0,mensual,debito,movil,centro,0
14,64.61,1096.27,1,1,107.39,1,0,2,33,1,anual,credito,cable,oeste,1
58,74.84,4362.4,0,3,130.61,1,0,4,71,0,bianual,transferencia,fibra,norte,0
71,62.18,4453.74,2,1,208.92,1,0,3,37,0,bianual,efectivo,fibra,centro,0
48,98.7,4829.07,0,0,125.53,0,1,2,47,0,mensual,credito,fibra,sur,0
42,64.24,2689.55,3,2,109.61,1,1,2,76,0,mensual,debito,fibra,centro,0
12,65.85,663.01,2,0,76.5,1,1,2,44,0,mensual,credito,cable,sur,1
10,57.78,565.92,2,1,171.71,0,0,3,62,0,mensual,credito,cable,norte,0
37,56.89,2211.87,2,1,192.15,1,0,2,66,0,mensual,transferencia,fibra,norte,0
22,85.84,1897.13,1,0,95.39,1,0,4,44,1,bianual,credito,movil,centro,0
38,80.36,2829.91,3,0,98.54,1,1,2,62,1,mensual,efectivo,movil,sur,0
1,67.46,50.0,4,0,198.66,0,1,2,19,1,mensual,debito,fibra,sur,1
64,72.64,4733.33,0,1,139.94,1,1,3,47,0,anual,credito,ninguno,norte,0
4,34.11,50.0,0,1,132.22,1,0,4,71,1,mensual,credito,fibra,oeste,0
7,59.8,516.85,4,1,50.69,0,1,2,52,0,mensual,debito,fibra,centro,1
46,61.19,3000.68,1,2,94.6,1,0,1,75,1,mensual,debito,fibra,sur,1
62,89.16,5645.63,1,1,185.19,0,0,1,63,1,mensual,credito,movil,norte,1
2,66.55,308.33,1,1,10.9,1,0,2,25,0,mensual,transferencia,movil,centro,1
42,55.81,2368.79,5,0,146.64,1,1,2,76,1,mensual,transferencia,fibra,sur,0
5,60.34,354.57,2,0,67.28,1,1,4,54,0,mensual,debito,cable,norte,1
15,58.15,741.61,0,0,119.27,1,1,2,32,1,mensual,credito,fibra,oeste,0
32,65.66,2197.4,1,0,134.88,0,0,4,68,1,mensual,efectivo,fibra,norte,0
46,86.45,3708.15,2,0,87.34,0,1,3,63,1,bianual,debito,ninguno,norte,0
48,67.46,3312.65,2,1,60.95,1,0,4,40,1,mensual,transferencia,fibra,oeste,0
24,90.06,2016.73,0,0,58.77,0,0,2,56,0,anual,credito,ninguno,oeste,0
69,56.1,3807.85,2,1,86.92,0,1,1,41,0,mensual,efectivo,cable,oeste,0
71,21.11,1466.87,2,0,94.25,0,0,3,52,0,mensual,credito,movil,centro,0
7,70.55,365.21,2,0,82.77,0,0,3,20,0,bianual,credito,fibra,sur,0
41,83.35,3347.06,5,0,151.97,0,1,2,30,0,mensual,credito,fibra,centro,1
13,73.91,945.49,2,0,155.43,1,1,4,69,0,mensual,credito,fibra,centro,0
27,48.6,1129.13,1,0,48.12,1,0,1,41,1,anual,credito,movil,norte,0
14,51.46,888.64,1,0,86.98,1,0,3,22,1,anual,transferencia,movil,norte,0
55,70.82,3817.84,1,1,73.44,1,0,4,76,0,mensual,credito,fibra,sur,1
42,79.05,3309.31,3,0,144.64,1,1,3,77,1,mensual,credito,fibra,norte,0
61,68.32,4258.76,7,0,169.93,0,1,4,62,1,mensual,debito,movil,norte,1
18,59.92,1107.76,2,0,162.88,1,1,4,61,1,anual,credito,fibra,norte,0
12,69.13,753.35,4,0,5.0,1,0,2,49,1,mensual,debito,fibra,sur,1
72,50.0,3570.56,1,2,110.44,0,0,2,69,1,mensual,efectivo,movil,sur,0
7,50.77,191.15,3,1,101.89,0,1,2,68,0,mensual,transferencia,fibra,oeste,0
16,51.93,986.63,1,3,52.49,1,0,2,60,1,mensual,debito,fibra,centro,1
29,58.55,1603.12,3,1,122.65,1,0,4,54,0,bianual,credito,cable,oeste,0
7,64.09,510.5,1,1,162.56,0,1,4,49,1,mensual,credito,movil,centro,1
45,74.58,3588.39,2,0,116.47,1,0,4,27,0,bianual,efectivo,movil,oeste,1
5,75.39,336.64,1,0,196.69,1,1,4,56,0,mensual,credito,movil,centro,1
12,92.81,1237.79,3,1,177.0,0,0,1,66,0,mensual,debito,cable,oeste,0
1,101.33,50.0,0,1,172.25,1,0,3,27,0,anual,efectivo,fibra,norte,1
67,55.16,3578.73,5,3,173.12,1,0,3,32,0,bianual,debito,movil,centro,0
60,83.82,5144.46,1,0,204.51,1,0,1,70,1,bianual,debito,movil,norte,0
51,36.09,1850.13,1,1,64.46,1,0,1,38,1,mensual,debito,cable,oeste,0
35,90.66,3349.29,2,0,118.43,1,1,4,38,1,mensual,transferencia,fibra,centro,0
53,80.54,4351.73,0,0,113.44,1,1,3,52,0,mensual,credito,ninguno,centro,1
38,49.77,1867.71,1,0,224.86,1,1,1,35,1,anual,transferencia,movil,centro,1
71,58.04,3964.7,3,1,233.89,1,0,2,51,0,mensual,debito,movil,centro,0
20,91.12,1782.22,1,0,199.66,1,0,3,30,1,mensual,credito,cable,sur,1
18,81.91,1395.39,1,0,109.87,1,1,2,34,1,anual,credito,fibra,centro,0
49,63.42,3115.99,0,1,170.96,1,0,4,65,0,anual,debito,movil,norte,0
54,81.01,4238.29,2,1,125.3,1,0,1,46,0,mensual,credito,fibra,sur,0
36,80.11,2943.88,5,1,103.48,1,1,1,35,1,bianual,debito,fibra,norte,0
13,41.57,567.46,4,1,139.83,0,1,4,30,0,anual,debito,fibra,centro,0
20,43.95,983.55,2,0,151.71,1,1,4,43,0,mensual,efectivo,cable,norte,1
37,60.07,2247.82,4,0,101.76,1,0,2,18,1,mensual,debito,ninguno,oeste,0
27,78.84,2265.29,6,1,187.97,1,0,3,34,1,bianual,transferencia,movil,sur,0
46,41.06,1871.43,1,1,60.04,1,1,2,52,0,anual,efectivo,fibra,norte,0
68,59.73,4067.5,1,0,55.84,1,0,3,64,1,anual,transferencia,fibra,centro,0
32,47.66,1593.55,3,1,162.94,0,1,2,35,1,anual,credito,ninguno,centro,1
44,77.09,3372.32,2,1,190.76,1,0,3,51,0,anual,credito,cable,norte,0
26,67.32,1672.3,2,1,185.51,1,1,4,67,0,bianual,efectivo,fibra,norte,0
55,38.91,1899.23,1,2,166.98,0,1,4,58,1,anual,debito,fibra,sur,1
72,72.11,5175.23,2,0,86.95,0,1,3,47,1,mensual,transferencia,fibra,centro,0
52,72.57,3883.87,1,0,110.18,0,1,4,40,0,anual,efectivo,fibra,centro,0
5,55.31,416.67,4,0,113.61,1,1,4,19,0,mensual,debito,cable,norte,1
8,50.83,313.4,4,0,100.08,1,0,2,65,0,anual,debito,movil,sur,1
68,53.85,3651.02,3,1,183.21,0,1,3,65,0,bianual,credito,ninguno,norte,0
4,63.88,628.37,1,0,122.39,1,1,4,54,0,mensual,debito,fibra,norte,0
7,74.83,384.26,2,0,275.53,1,1,4,65,1,bianual,transferencia,cable,norte,1
29,69.74,2060.21,0,1,100.51,1,0,3,19,1,anual,debito,fibra,sur,0
67,78.44,5255.13,1,0,232.64,1,0,1,21,1,mensual,debito,fibra,norte,0
61,61.64,3582.76,1,0,203.96,1,1,3,78,0,anual,debito,movil,oeste,0
15,84.31,1341.57,4,1,73.07,1,0,3,62,0,mensual,debito,fibra,sur,1
37,71.46,2602.46,2,0,82.69,1,0,4,73,1,mensual,debito,fibra,oeste,0
25,68.3,1824.25,0,0,77.0,0,0,4,42,1,anual,transferencia,cable,centro,0
26,48.6,1292.71,1,0,69.07,1,0,4,44,0,mensual,debito,movil,oeste,1
55,63.27,3471.05,3,1,178.35,0,0,4,46,0,anual,transferencia,cable,sur,0
58,60.22,3704.1,0,0,136.63,0,1,1,71,0,mensual,credito,fibra,sur,0
18,58.64,879.88,1,1,74.86,1,1,4,23,1,mensual,transferencia,fibra,centro,1
71,66.49,4739.96,0,3,131.43,1,0,2,38,0,mensual,debito,movil,sur,0
22,76.26,1482.94,2,1,132.05,1,1,1,39,0,mensual,efectivo,movil,centro,0
3,58.4,50.0,1,1,156.8,0,1,1,34,0,mensual,debito,movil,centro,1
22,72.08,1493.37,1,1,183.82,1,1,4,45,0,mensual,debito,ninguno,sur,1
36,51.79,1994.88,3,1,134.58,0,1,3,73,0,anual,debito,cable,sur,0
62,79.16,5092.6,1,0,128.99,1,0,4,39,0,anual,transferencia,fibra,centro,0
49,72.01,3475.14,4,1,180.17,1,1,1,38,0,mensual,transferencia,ninguno,oeste,1
69,60.77,4263.07,5,1,119.85,0,1,1,44,1,bianual,debito,movil,norte,0
66,48.7,3282.51,0,1,148.74,0,0,1,63,0,anual,efectivo,cable,oeste,0
22,45.7,796.87,2,0,133.63,0,0,2,33,0,anual,credito,cable,sur,0
67,40.82,3024.26,0,2,63.26,0,0,2,40,1,mensual,debito,movil,centro,1
17,80.9,1224.97,1,0,141.22,0,0,4,26,0,anual,debito,fibra,sur,1
29,40.16,1127.64,4,0,44.89,1,0,3,68,1,bianual,credito,cable,centro,0
28,57.89,1596.33,1,2,94.11,0,0,1,67,0,mensual,credito,movil,sur,0
3,77.63,348.31,0,2,96.11,0,1,2,60,1,anual,transferencia,ninguno,centro,0
53,104.58,5655.15,2,0,113.78,1,1,2,33,1,bianual,credito,cable,oeste,0
2,50.52,50.0,4,1,136.58,0,0,4,51,0,anual,transferencia,ninguno,sur,0
30,93.83,2782.8,2,1,104.2,1,0,4,33,0,mensual,credito,movil,sur,1
35,24.94,995.0,1,0,111.68,1,1,2,43,0,mensual,credito,cable,oeste,0
55,36.51,1977.36,1,1,5.0,0,1,2,30,1,mensual,efectivo,movil,centro,1
38,89.37,3319.49,2,2,179.43,1,1,3,65,0,mensual,credito,fibra,norte,0
33,65.68,2252.96,1,1,136.95,1,1,2,41,0,anual,transferencia,movil,sur,0
9,49.03,322.78,1,0,177.03,0,1,2,32,1,anual,debito,fibra,norte,0
10,74.58,1060.85,3,1,80.12,1,0,4,55,0,mensual,transferencia,movil,centro,1
19,72.48,1507.5,0,3,101.29,0,1,4,41,1,mensual,credito,fibra,centro,1
5,89.43,264.77,2,1,68.0,1,1,3,54,0,mensual,debito,fibra,norte,1
17,52.99,1217.57,2,0,109.59,0,0,4,35,0,mensual,transferencia,fibra,centro,1
52,61.98,3150.98,3,0,131.33,0,0,2,43,0,anual,debito,fibra,oeste,0
40,67.08,2812.94,3,0,121.79,1,1,3,33,0,anual,credito,fibra,norte,0
30,62.02,1950.15,3,0,129.4,1,0,2,54,0,mensual,transferencia,fibra,centro,0
41,71.83,3021.63,1,1,125.79,0,1,2,25,0,mensual,debito,fibra,sur,0
43,49.23,2231.76,2,0,139.82,1,0,3,35,0,mensual,credito,cable,sur,0
24,123.88,3136.96,2,0,192.02,1,1,2,30,0,anual,debito,fibra,norte,1
50,86.21,4359.39,2,2,79.51,1,1,1,65,0,mensual,credito,ninguno,centro,0
8,49.86,382.67,1,1,172.72,1,0,3,71,0,mensual,credito,movil,centro,1
55,46.26,2717.63,2,0,109.85,1,1,3,69,1,mensual,debito,cable,oeste,1
36,79.0,2722.49,2,0,121.36,1,0,1,60,0,bianual,efectivo,cable,sur,0
2,47.78,102.34,1,0,34.43,1,0,4,40,0,mensual,efectivo,cable,norte,0
18,79.17,1344.43,0,0,102.03,1,1,4,59,1,mensual,credito,movil,centro,1
71,94.86,6870.65,2,1,99.46,0,0,3,67,0,mensual,transferencia,cable,sur,0
28,75.1,2181.08,1,2,159.23,1,1,3,24,0,mensual,efectivo,fibra,oeste,1
46,53.6,2529.56,2,1,97.01,1,0,1,32,1,bianual,credito,movil,sur,0
52,60.9,3198.3,1,1,140.18,1,1,3,62,1,mensual,debito,fibra,sur,1
49,72.57,3701.03,0,0,110.09,1,1,2,42,0,mensual,debito,movil,centro,0
33,59.2,1883.5,3,1,169.75,1,1,4,34,0,mensual,credito,cable,sur,1
24,53.77,1337.01,2,0,237.27,0,1,1,74,0,mensual,transferencia,cable,centro,1
27,51.59,1377.25,3,4,142.03,1,1,4,25,0,mensual,efectivo,cable,centro,1
70,52.15,3831.47,1,0,70.56,1,1,3,46,0,bianual,transferencia,movil,norte,0
8,66.28,616.66,1,4,175.82,0,1,2,28,0,mensual,credito,fibra,norte,0
20,96.91,1815.24,2,0,114.62,1,1,2,77,1,mensual,transferencia,fibra,centro,0
17,15.0,263.17,3,0,203.45,0,0,1,40,0,anual,debito,fibra,norte,0
8,65.78,422.9,0,2,82.09,1,0,4,51,0,anual,efectivo,cable,sur,0
4,72.15,373.78,0,1,101.94,1,0,2,48,0,mensual,transferencia,fibra,oeste,0
61,63.36,3916.16,1,0,152.57,1,0,3,47,0,mensual,credito,fibra,sur,0
45,80.7,3489.53,4,1,62.43,1,0,1,35,1,bianual,debito,cable,centro,0
32,89.63,2680.09,1,0,122.94,1,0,3,21,0,mensual,transferencia,fibra,sur,1
37,68.76,2520.58,1,1,83.37,0,1,3,51,1,mensual,credito,fibra,centro,0
33,97.47,3221.52,2,0,80.32,1,1,4,38,0,anual,debito,ninguno,centro,0
25,36.72,846.9,5,2,111.81,1,0,2,20,0,mensual,efectivo,cable,sur,0
46,62.87,2929.93,4,1,96.78,1,1,1,50,0,anual,debito,movil,sur,0
23,48.58,965.31,1,0,147.49,1,1,1,40,0,bianual,debito,cable,oeste,0
67,73.0,4748.67,3,0,48.74,1,0,1,71,1,anual,transferencia,fibra,sur,0
58,80.63,4644.42,1,0,127.78,1,0,4,65,0,anual,debito,fibra,norte,0
19,69.83,1233.25,0,2,116.01,1,0,4,23,1,bianual,credito,fibra,oeste,0
44,75.07,3294.67,0,1,122.23,1,1,3,38,0,anual,debito,fibra,centro,0
59,80.28,4812.97,0,1,177.56,1,0,4,41,0,anual,debito,cable,sur,0
24,100.97,2228.05,0,0,122.65,0,0,4,58,0,mensual,credito,cable,centro,0
7,75.91,559.24,2,1,117.18,0,0,1,77,1,bianual,transferencia,movil,oeste,1
15,41.07,583.16,5,0,70.83,1,0,3,40,0,mensual,debito,movil,centro,1
31,77.1,2667.83,2,0,181.16,1,1,2,26,1,bianual,debito,cable,norte,1
33,76.35,2549.75,3,0,20.32,1,1,3,69,0,bianual,debito,ninguno,centro,0
65,49.7,3281.9,1,0,93.03,1,1,2,78,1,bianual,transferencia,fibra,centro,0
61,76.06,4445.6,1,1,162.93,1,0,3,24,1,mensual,debito,cable,centro,1
49,90.77,4606.11,0,2,142.59,0,1,4,64,0,mensual,credito,fibra,sur,0
31,35.09,1063.33,1,1,17.15,1,1,4,63,0,mensual,transferencia,cable,norte,0
62,42.78,2576.61,2,1,138.19,0,1,2,23,0,bianual,debito,cable,oeste,0
39,59.85,2281.31,1,0,40.85,1,1,1,68,0,mensual,debito,cable,centro,0
29,83.87,2466.8,1,0,144.59,0,1,2,34,1,bianual,efectivo,fibra,norte,0
13,69.15,755.62,1,0,132.68,1,1,1,30,0,mensual,credito,movil,norte,0
23,25.36,689.53,3,1,129.31,0,0,1,25,0,anual,debito,cable,centro,1
